"systemic racism intergenerational poverty gun violence these aren   t somebody else   s problem these are our problem  hillary","2016-05-02T00:52:01","1490","3172",""
"what barbara re doe not say is that she would call my company endlessly and for year trying to come back i said no","2016-05-17T04:02:45","3127","10056",""
"we have an opportunity to elect one of the most qualified people who ha ever endeavored to become president     on hillary","2016-09-16T19:17:48","1774","5219",""
"we love you and know you will do an awesome job saw you in bethpage     thank you","2016-04-09T02:33:07","2089","7790",""
"great rally in fresno california great crowd thank you","2016-05-28T06:19:54","4778","17839",""
"the same people trump trying to get to vote for him now are people he   s been exploiting for year    hillary","2016-06-21T16:50:56","1065","2325",""
"unbelievable evening just made a speech in front 17000 amazing new yorkers in bethpage long island great to be home","2016-04-07T00:31:02","7683","27785",""
"how cruel do you have to be to actually root for a crisis that would devastate million of family all to pad your own pocket","2016-05-24T18:49:32","854","1478",""
"when they have student debt we   ll put a three year moratory on that so they can start their own business","2016-08-10T19:40:06","414","1458",""
"the stake in this campaign couldn   t be higher make sure you   re registered to vote","2016-09-06T18:35:14","656","1149",""
"our most important task is making sure we give our kid a better life thats the promise of america","2016-05-29T16:54:48","2707","9153",""
"taxpayer are paying a fortune for the use of air force one on the campaign trail by president obama and crooked hillary a total disgrace","2016-07-05T11:14:58","14735","38416",""
"economist project that trump   s plan would add more than 5000000000000 to the national debt thats trillion with a t","2016-09-27T01:17:44","3322","6308",""
"in interview i told that my tax are under routine audit and i would release my tax return when audit is complete not after election","2016-05-11T20:51:20","4808","15642",""
"how many trump product were made overseas here   s the complete list","2016-09-27T01:13:13","1656","1563",""
"this is really unfair and a conflict for all the other candidate i said it should not be allowed and abc agreed","2016-01-10T21:06:26","1031","3757",""
"fan greatest way to get even with her highness vote for at least youll have a job","2016-06-08T12:00:55","3395","10327",""
"watching you on fox with now cant wait to hear what you two talked about","2016-05-18T00:06:45","1081","4948",""
"she stood up to the nra and hillary clinton pledged to take washington back from the gun lobby","2016-07-27T23:56:52","679","2306",""
"happening now watch address the","2016-07-26T02:55:53","761","2845",""
"crooked hillary clinton overregulates overtaxes and doesnt care about job most importantly she suffers from plain old bad judgement","2016-05-24T11:42:35","6971","20145",""
"isi exploded on hillary clinton watch shes done nothing about it and never will not capable","2016-06-29T18:21:38","10110","26894",""
"the choice on climate change couldnt be more stark","2016-08-11T20:41:05","1563","3261",""
"thank you nevada we will make america safe amp great again","2016-02-24T05:41:02","5976","15229","Nevada, USA"
"incompetent hillary despite the horrible attack in brussels today want border to be weak and openand let the muslim flow in no way","2016-03-23T02:59:29","13442","37013",""
"happy anniversary 4 year ago today romney released his 2011 tax return which trump urged him to do where are","2016-09-21T21:19:43","3404","4540",""
"hillary first job wa fighting for social justice at  its one of the thing i admire most about her","2016-08-18T18:27:13","1700","4101",""
"s econ plan wa written by rich corporate insider advisor to make the economy even greater for rich corporate insider","2016-08-08T21:31:54","5435","11188",""
"a per the show an even more serious cruz charge is the fraudulent voter violation certificate sent to everyone","2016-02-04T06:36:44","2056","5694",""
"a man   s role in child care according to donald trump","2016-09-13T23:57:18","3667","5664",""
"it   s primary day in ct de md pa and ri if you   re with hillary add your name and make a plan to vote today","2016-04-26T15:39:01","628","1277",""
"will be in missouri today with melania for the funeral of a wonderful and truly respected woman phyllis s","2016-09-10T12:43:08","6057","24673",""
"announced a new public health fund to fight pandemic like zika and keep american family safe","2016-08-24T21:02:26","861","1990",""
"watch live a hillary take the stage with in ohio","2016-06-27T14:35:23","456","1232",""
"stay the course mr trump your message is resonating with the people","2016-07-28T04:00:23","6760","24835",""
","2016-05-18T23:14:39","4937","12819",""
"great meeting with mitch mcconnell and republican leader in dc","2016-05-12T19:22:18","4698","15712",""
"i will be on tonight at 10pme w from wisconsin enjoy","2016-04-05T01:14:09","2835","10434","Milwaukee, WI"
"the pathetic new hit ad against me misrepresents the final line you can tell them to go blank themselves wa about china not woman","2016-05-17T11:37:03","4981","14154",""
"let go america get out amp","2016-03-01T20:43:24","4498","11672",""
"new iowa poll thank you","2016-01-11T19:43:29","2207","5276",""
"trump painting the entire african american community a living in poverty with no job show he completely out of touch with u","2016-08-19T23:45:16","4504","7492",""
"thank you not just for your endorsement but for a lifetime of fighting injustice","2016-07-12T15:59:53","3300","9171",""
"somewhere in that crowd am i the gymnasium wa electric the crowd unstoppable amp kingly","2016-01-06T03:43:50","704","2514",""
"fbi director said crooked hillary compromised our national security no charge wow","2016-07-05T15:39:06","40507","78550",""
"little michael bloomberg who never had the gut to run for president know nothing about me his last term a mayor wa a disaster","2016-07-29T13:59:42","8001","26475",""
"it will never happen fox will drop kelly if it mean no trump nobody will watch wo trump","2016-01-26T04:25:18","1125","3544",""
"thank you iowa","2016-01-21T23:21:42","2332","5992",""
"in politics and in life ignorance is not a virtue","2016-05-16T03:07:54","4010","6759",""
"thank you brian france bill elliott amp","2016-03-01T00:39:29","3361","9205",""
"education should be about building a brighter future not a lifetime of debt","2016-05-22T20:06:58","1143","2447",""
"getting country to work together take more than trying to make up for a year of insult by dropping in for a few hour then flying home","2016-08-31T16:56:28","1496","2335",""
"another trump university practice according to it own employee target struggling family to fleece them","2016-06-01T16:18:41","1041","1494",""
"donald trump lead hillary clinton by 19 point among military veteran voter poll","2016-09-07T15:11:59","8618","22958","Philadelphia, PA"
"trump to matt lauer on iraq i wa totally against the war here proof trump is lying","2016-09-08T02:48:25","3140","3842",""
"the climate is changing republican policy arent rt if you agree we need to","2016-04-22T18:26:14","2441","3125",""
"trump rhetoric is shameful it wa one thing when he wa a reality tv personality it   s another when he   s running for president","2016-06-14T16:33:57","1958","5537",""
"donald trump is temperamentally unfit to be president and commanderinchief    hillary","2016-06-08T02:33:46","2386","5649",""
"danny williams and his wife leah lost their home after trump university took advantage of them","2016-09-14T01:57:58","7441","9916",""
"i bet trump himself would fail his new immigration screening test of american value","2016-08-15T19:16:54","4484","7551",""
"make america great again make america safe again","2016-06-17T11:24:04","15977","38794",""
"sandy my fourth of five daughter wa gone  so many of our child gone but not forgotten    geneva reedveal sandra bland   s mother","2016-07-27T00:26:26","1107","4137",""
"more than 70 million american arent registered to vote we have to do better get registered amp spread the word","2016-09-27T16:01:04","1138","1554",""
"we will not leave without acting for the victim amp family of reckless gun violence","2016-06-23T13:47:22","8913","17226",""
"we cant accept this a normal","2016-05-21T22:07:39","2372","4119",""
"make america great again","2016-04-20T03:58:30","3873","11105",""
"vote smart record r sealed what is he hiding save america w","2016-04-03T13:40:39","6653","12965",""
"go vote new york itll only take you one try","2016-04-19T16:19:10","1987","4323",""
"a lot of complaint from people saying my name is not on the ballot in various place in florida hope this is false","2016-03-15T19:11:12","8089","20258",""
"to our volunteer organizer and supporter who worked your heart out in new york this is your win thank you","2016-04-20T01:56:20","2614","7618",""
"when flint water poison it child it hurt all of u these are our child","2016-07-29T00:43:44","1082","3239",""
"hopefully the republican party can come together and have a big win in november paving the way for many great supreme court justice","2016-03-23T04:04:34","7493","26246",""
"russell moore is truly a terrible representative of evangelicals and all of the good they stand for a nasty guy with no heart","2016-05-09T10:05:49","2236","7325",""
"trump see no need for a federal floor for the minimum wage thats only a problem if you live in these state","2016-05-11T14:22:19","540","660",""
"wow hillary clinton wa so insulting to my supporter million of amazing hard working people i think it will cost her at the poll","2016-09-10T12:47:18","21987","62361",""
"today is s birthday it not too late to sign his card here","2016-08-19T20:16:31","843","3983",""
"our country doe not feel great already to the million of wonderful people living in poverty violence and despair","2016-07-28T02:42:13","17116","50794",""
"a quote wa read from a parody account last night on msnbc re jeb","2016-02-21T15:57:11","1745","4740",""
"trump 15 on cruz in 2 week cruz may look back and ask why he ever attacked trump dt ha killed him ever since","2016-01-24T22:14:41","1343","3122",""
"wow it is unbelievable how distorted onesided and biased the medium is against u the failing is a joke is laughable","2016-08-01T00:57:15","14812","46577",""
"when make you mad chip in to make him sad","2016-07-19T02:22:31","1235","2881",""
"the senate veteran affair committee did the right thing by not rolling back the post 911 gi bill","2016-04-29T21:30:15","266","488",""
"born on this day in 1951 dr sally ride wa the first american woman amp first lgbt astronaut in space","2016-05-26T20:52:54","2977","6575",""
"very sad that a person who ha made so many mistake crooked hillary clinton can put out such false and vicious ad with her phony money","2016-07-16T13:19:11","7147","23350",""
"make america great again","2016-04-05T03:29:30","7669","16574","Milwaukee, WI"
"donald trump is the presumptive nominee chip in now if you agree we cant let him become president","2016-05-04T01:23:57","4118","9810",""
"thank you kentucky","2016-03-06T03:48:02","5361","17075",""
"si el lugar donde est s no tiene espacio para tu voz no tengas miedo de crear tu propio espacio     hillary en","2016-07-04T22:35:46","741","1777",""
"doing on is awesome number one presidency of all time","2016-06-08T12:11:52","1696","7101",""
"outraged by today attack in kabul that killed dozen who were peacefully demonstrating we stand with the afghan people against terror h","2016-07-23T23:41:03","2703","9139",""
"i love watching these poor pathetic people pundit on television working so hard and so seriously to try and figure me out they cant","2016-08-12T11:43:43","13920","42214",""
"big win for those who think we should make it easier not harder to vote which really should be all of u h","2016-05-24T23:29:42","873","2160",""
"crooked hillary said her husband is going to be in charge of the economyif so he should runnot herwill he bring the energizer to dc","2016-05-17T14:17:07","5424","14790",""
"i   m selffunding and i am going to take care of the people   not the special interest and insurance company like the other candidate","2016-02-19T20:29:43","3643","10220",""
"here the sad truth there is no other donald trump this is it    hillary","2016-07-29T03:24:10","2493","7802",""
"great to see taking on this donald trump is becoming more presidential absurdity","2016-04-24T16:33:42","823","1470",""
"america need leadership in the white house not a liability","2016-09-02T22:12:24","2815","6966",""
"we need more love and kindness in this countrythe last thing we need are leader who try to divide u even more than we are  hillary","2016-07-22T22:06:11","3154","8541",""
"made me feel good to hear you both so gracious great job","2016-05-18T00:32:39","1079","5240",""
"hillary amp take the stage in philadelphia at their first campaign rally a the official democratic ticket","2016-07-29T17:20:40","812","3808",""
"it wa great being in michigan remember i am the only presidential candidate who will bring job back to the usand protect car industry","2016-03-07T21:23:58","4679","14027",""
"if donald suggests i won   t call this threat what it is he hasn   t been listening but i will not declare war on an entire religion","2016-06-14T16:37:24","1753","5339",""
"let   s make sure it doe on election day","2016-08-18T01:00:21","2182","6479",""
"in ten year we can generate enough renewable energy to power every home in america","2016-04-22T20:58:58","1439","2834",""
"10 neverbeforeseen photo of hillary from the trail in 1992","2016-05-30T23:59:09","770","2194",""
"this ha been such an excitingweek we heard the man from hope bill clinton amp the man of hope barack obama","2016-07-29T17:32:54","3727","17107",""
"thank you eric","2016-04-19T15:17:06","2042","6977",""
"cheryl lost her husband in iraq then trump company targeted her and scammed her out of 35000","2016-08-22T21:58:02","3078","4582",""
","2016-07-19T20:38:20","8085","21248",""
"the people taking care of our child and our parent deserve a good wage good benefit and a secure retirement","2016-08-11T17:59:58","958","3302",""
"marrying anne wa and remains the best decision of my life","2016-07-23T17:42:46","770","3958",""
"leaked email of dnc show plan to destroy bernie sander mock his heritage and much more online from wikileakes really vicious rigged","2016-07-23T10:55:20","24299","53756",""
"crooked hillary clinton knew that her husband wanted to meet with the usag to work out a deal the system is totally rigged amp corrupt","2016-07-03T20:20:20","8802","24592",""
"great to meet everyone while having breakfast this morning","2016-02-07T16:29:09","1730","5317","Manchester, NH"
"you offer not valid for muslim woman latino african american lgbt american middleclass family","2016-06-22T23:50:00","29022","48323",""
"after i will visit in ireland the magnificent resort fronting on the atlantic ocean","2016-06-03T03:42:27","2026","7808",""
"it is clinton and sander people who disrupted my rally in chicago and then they say i must talk to my people phony politician","2016-03-12T18:36:45","11828","29054",""
"when trump visited detroit on monday he talked only of failure poverty and crime he   s missing so much about what make michigan great","2016-08-11T17:44:44","2170","8047",""
"fact the help 115 million people with hivaids worldwide get their medication","2016-08-24T22:03:08","5403","10647",""
"too many mom have to go back to work too soon after giving birth","2016-05-21T12:37:24","1314","3090",""
"great job on television this morning glad to have you on my side","2016-03-16T13:37:39","2326","9377",""
"the bernie sander supporter are furious with the choice of tim kaine who represents the opposite of what bernie stand for philly fight","2016-07-23T10:31:18","7536","24284",""
"we have the most productive and competitive worker in the world we just need to give them a chance to succeed","2016-08-04T00:08:07","2971","11225",""
"donald trump want to spend 3 trillion yes with a t on tax cut for people like him","2016-05-13T23:55:03","2264","2839",""
"hillary clinton is using racebaiting to try to get africanamerican voter but they know she is all talk and no action","2016-08-25T20:45:38","10314","29489",""
"obvious to all that he raised some great responsible patriotic kid kudos donald sr","2016-01-15T20:28:53","921","3159",""
"i turned down a meeting with charles and david koch much better for them to meet with the puppet of politics they will do much better","2016-07-30T20:01:32","12269","35604",""
"we are trying to fight isi and now our own people are killing our police our country is divided and out of control the world is watching","2016-07-17T18:26:51","36070","86776",""
"thank you columbus ohio i will be back soon","2016-08-01T20:42:50","4927","17927","Columbus, OH"
"captain khan killed 12 year ago wa a hero but this is about radical islamic terror and the weakness of our leader to eradicate it","2016-07-31T12:57:21","15768","45620","New Jersey, USA"
"wow sleepy eye is at it again he is do totally biased the thing i am saying are correct far better vision than the others","2016-03-27T14:14:05","3835","13691",""
"join me in clive iowa tomorrow at noon ticket","2016-09-13T03:19:53","4209","13850",""
"is supreme court justice ruth bader ginsburg going to apologize to me for her misconduct big mistake by an incompetent judge","2016-07-13T22:26:20","5669","21099",""
"a of april this year hillary had spent 264000000 on her campaign mrtrump 55000000 self funding","2016-06-30T01:46:50","5950","16508",""
"the bottom line is that we can not afford suddenly to treat this like a reality show     on the medium   s coverage of donald trump","2016-09-13T18:17:22","2042","5836",""
"trump ha called woman   pig     dog   and   disgusting animal   we cant even count on him to respect women much le protect our right","2016-06-10T17:14:50","7425","17551",""
"10000 people in south carolina unbelievable evening will be in new hampshire tomorrow love it","2016-02-06T02:08:16","3285","10225","Florence, SC"
"wonderful wa attacked viciously and unfairly on by crazy on low rating apologize","2016-08-26T14:50:06","5733","15118",""
"making it easier to live the american dream mean making it easier to start and grow a small business","2016-08-26T22:03:12","1900","5129",""
"watched the megan kelly special and i must sayit wa very well done on both their part","2016-05-18T00:42:29","1196","5487",""
"amazing crowd last night in dallas more spirit and passion than ever before today all over the great state of texas","2016-06-17T11:04:58","4785","19485",""
"donald trump is really good at spending other people money on legal settlement payoff portrait of himself","2016-09-22T15:53:27","7115","12523",""
"civil right amp voting right worker   s right amp woman   s right lgbt right and right for people with disability let defend them all","2016-04-27T01:22:08","1679","3686",""
"last night u olympic swimmer won gold and made history","2016-08-12T17:16:32","2411","9321",""
"thank you clive iowa","2016-09-13T19:40:53","2893","11579","Clive, IA"
"no this seriously happened","2016-08-02T21:03:45","2689","3834",""
"thank you washington together we will make america safe and great again","2016-08-31T03:56:43","9636","28252","Washington, USA"
"alton and philandos death are the latest in a long painful litany of african american killed in police incidents 123 so far this year","2016-07-08T22:15:18","1770","3832",""
"7 way hillary policy would help you in your daily life","2016-09-25T18:09:38","1563","3129",""
"we have to move our country and ourselves toward a future that reflects the simple timeless notion that all of u are equal    hillary","2016-07-14T16:05:32","1298","3464",""
"5 thing that are harder than registering to vote featuring","2016-06-27T20:11:28","7110","11025",""
"celebrating with s quote read by","2016-09-15T21:40:06","1407","2384",""
"you crushed the debate thank you","2016-02-14T11:52:54","1426","5532",""
"we asked a dozen people how they feel about a donald trump presidency they were honest","2016-05-06T15:27:54","801","1560",""
"is retiring their elephant the circus will never be the same","2016-01-11T19:10:53","1351","3766",""
"i will be in indiana on sunday and monday at four make america great again rally see you there","2016-05-01T03:10:35","5636","17713",""
"thank you america","2016-03-11T05:56:24","4744","13864",""
","2016-08-01T14:48:22","8836","19964",""
"she always feel like there isn   t a moment to lose because she know that for that mother for that family there isn   t","2016-07-29T02:11:19","751","2703",""
"2004 video pocahontas describing crooked hillary clinton a a corporate donor puppet time for change","2016-06-10T16:12:13","9834","19139",""
"in politics and in life ignorance is not a virtue this is a primary reason that president obama is the worst president in u history","2016-05-17T01:08:17","9734","24455",""
"trump podr a ser tu pr ximo comandante del ej rcito  c mo e su visi n sobre la pol tica exterior irresponsable","2016-05-05T21:31:26","546","762",""
"people can   t board plane with full shampoo bottles but people being watched by the fbi for terrorism can buy a gun no question asked","2016-06-14T16:43:47","12826","21676",""
"closing speech in buffalo new york","2016-04-19T17:04:54","2886","8066",""
"make america great again","2016-05-03T11:23:58","4416","12224",""
"you do not represent u your idea don   t represent u your value don   t represent u add your name","2016-07-21T13:04:01","1401","3523",""
","2016-04-19T18:18:52","6682","13001",""
"proud of my friend for continuing to break down barrier to voting h","2016-04-22T18:52:21","788","1728",""
"mi familia ha estado aqu  desde 1731 ante de que fuera los estados unidos    armandina sifuentes de texas","2016-06-27T00:10:24","1445","2056",""
"thank you to teacher across america when i become potus we will make education a far more important component of our life than it is now","2016-05-06T16:08:23","8259","24249",""
"chelsea thank you i am so proud to be your mother and so proud of the woman you   ve become  hillary","2016-07-29T02:31:25","1192","5790",""
"discussing in buffalo last night on the eve of the let go ny","2016-04-19T20:53:40","2173","6900",""
"for donald trump it not about what he can build  its about how much he can take","2016-07-11T00:34:39","1245","2976",""
"a leader who got real plan to break down barrier and blast through glass ceiling   on hillary","2016-09-13T17:57:24","857","2390",""
"i will be on at 800 pm enjoy","2016-06-29T22:57:44","2447","10349",""
"interesting how president obama so haltingly said i would never be president this from perhaps the worst president in u history","2016-02-17T11:08:15","9089","22872",""
"watching other network and local news really good night crazy is unwatchable","2016-03-16T00:09:08","5331","17455",""
"i said that crooked hillary clinton is not qualified to be president because she ha very bad judgement bernie said the same thing","2016-05-20T09:40:37","5520","17268",""
"trump dangerously wrong when he say   i alone can fix it   american haver never put our faith in one man we put our faith in each other","2016-07-23T17:26:18","2518","6140",""
"trump won the debate disgusting rubio said peed is he still in junior high school","2016-02-26T12:29:42","1622","6155",""
"nobody in america should have to forgo a higher education because they cant afford it","2016-09-20T00:09:41","3251","9288",""
"health care education criminal justice equal pay tackling racial injustice mean tackling them all","2016-05-02T00:47:45","657","1655",""
"just yesterday trump again refused to say with his own word that the president wa born in the united state","2016-09-16T13:58:45","632","1896",""
","2016-02-18T13:27:55","3201","6743",""
"watch live a take the stage at the","2016-07-26T01:37:02","426","2003",""
"one year ago we lost 9 life in charleston 49 in orlando on sunday 26 in newtown too many others this ha to stop we need to change h","2016-06-17T18:38:54","4109","12174",""
"donald trump ha built his campaign on prejudice and paranoia he   s taking hate group mainstream","2016-08-25T19:15:55","1428","3391",""
"thank you we will respond to terrorism with strength in 2017","2016-05-19T19:36:58","5049","12977",""
"a massive blow to obamas message only 38000 new job for month in just issued job report thats really bad","2016-06-06T13:42:53","4636","13076",""
"it is never never never ever been a good bet to bet against the united state of america vp biden","2016-08-15T18:04:27","1414","4094",""
"hillary clinton will make an outstanding president and i am proud to stand with her tonight","2016-07-26T03:22:49","5240","14379",""
"no child should have to say goodbye to their parent every morning not knowing if mom or dad will be there when they get home","2016-09-16T01:03:09","1508","5089",""
"trump unpresidential trifecta tonight 1 attack our general 2 praise putin 3 blame woman in combat for sexual assault","2016-09-08T01:29:17","8082","10884",""
"hillary plan to connect debt relief to entrepreneurship is smart startup rate falling since 70","2016-07-01T14:22:22","516","1111",""
"we must stand against hate wherever it rear it ugly head  hillary in 2000","2016-06-05T23:03:36","1784","4220",""
"looking like my 5 victory on tuesday will be just a good a if i won ohio two more day and ohio wa mine","2016-03-17T16:54:21","3375","13750",""
"necesitamos escribir un nuevo cap tulo en el sue o americano y no puede ser el cap tulo 11 de bancarrota","2016-07-10T19:04:07","460","1144",""
"just a reminder that ted cruz supported liberal justice john robert who gave u","2016-01-18T14:50:43","2282","4657",""
"my family believed so deeply in the promise of this country that we risked everything for the american dream    dreamer activist","2016-07-26T00:10:32","881","3049",""
"we   re going to invest in union training program and apprenticeship program so you can earn while you learn","2016-08-11T18:05:19","1027","2655",""
"wow is really working hard to make me look a bad a possible very unprofessional hurting in rating bad television","2016-05-14T15:16:06","8333","25614",""
"michigan gop poll 2242016 trump 355 rubio 150 cruz 143 kasich 128 carson 83 wow","2016-02-27T12:47:25","1912","6291",""
"rt if last night made you proud to be a democrat","2016-07-26T18:29:23","10489","14709",""
"our teacher deserve more than just a pat on the back they deserve a raise","2016-05-03T23:15:54","3340","7744",""
"what i would do on my first day in office watch","2016-02-27T02:08:18","3994","10274",""
"don   t let anyone ever tell you that this country isn   t greatthis right now is the greatest country on earth","2016-07-26T02:20:08","5283","13034",""
"we   re going to make the biggest investment in goodpaying job since world war ii","2016-08-10T19:33:35","769","2404",""
